2329	139
gene	Description	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	c28	c29	c30	c31	c32	c33	c34	c35	c36	c37	c38	c39	c40	c41	c42	c43	c44	c45	c46	c47	c48	c49	c50	c51	c52	c53	c54	c55	c56	c57	c58	c59	c60	c61	c62	c63	c64	c65	c66	c67	c68	c69	c70	c71	c72	c73	c74	c75	c76	c77	c78	c79	c80	c81	c82	c83	c84	c85	c86	c87	c88	c89	c90	c91	c92	c93	c94	c95	c96	c97	c98	c99	c100	c101	c102	c103	c104	c105	c106	c107	c108	c109	c110	c111	c112	c113	c114	c115	c116	c117	c118	c119	c120	c121	c122	c123	c124	c125	c126	c127	c128	c129	c130	c131	c132	c133	c134	c135	c136	c137	c138	c139
2086	*	0.374613	0.095806	0.033278	0.104918	0.442183	0.285665	0.186868	0.018362	0.000000	0.031549	0.083815	0.133166	0.973006	0.248512	0.103411	0.247172	0.312958	0.114027	4.314330	0.090290	1.050925	0.130237	0.706252	0.504365	1.148717	0.100701	0.420179	0.018189	0.000000	0.289219	0.685427	0.151001	0.272452	2.289473	4.329495	0.096819	0.127290	0.067695	0.233163	0.050105	0.000000	0.211181	0.167780	0.055352	0.050650	0.102284	1.461117	1.166996	0.000000	3.941065	0.356961	0.360872	0.082349	0.094296	2.471030	0.498395	0.014179	0.080511	0.000000	0.080328	0.285786	0.847578	4.448619	1.175719	0.215491	0.436080	0.234339	0.000000	0.193668	0.053813	0.130496	0.299749	0.025281	0.017563	0.179877	0.000000	0.042961	0.065704	0.000000	0.871697	0.020890	0.040907	0.017578	0.127429	0.126958	0.181319	0.188466	0.098971	0.260418	0.097951	0.001241	0.113310	0.040589	5.904008	0.030715	0.000000	0.000000	0.023919	0.000000	0.124567	0.298607	0.080429	0.036841	0.272018	0.039875	0.090034	0.050176	0.031514	0.081114	0.105262	0.040616	0.110707	0.024504	0.216052	0.055290	1.146570	0.149398	0.257851	0.061647	0.038729	0.047854	0.074360	0.144677	0.000000	0.144190	0.088995	0.289790	0.115435	0.045450	0.034134	2.074178	0.144949	0.420911	0.099700	0.000000	0.105972	0.419058	0.045127	0.046329
2087	*	0.326036	0.454808	0.044910	0.138340	0.527632	0.272740	0.111314	0.038005	0.000000	0.075049	0.143304	0.133965	1.317581	0.247978	0.206369	0.483185	0.215418	0.162930	4.204693	0.253362	0.945504	0.105474	0.754248	0.426558	1.006876	0.149619	0.452765	0.079417	0.059762	0.334107	0.585848	0.262817	0.345052	2.220818	4.633816	0.054869	0.173654	0.127520	0.281708	0.073582	0.000000	0.308768	0.129777	0.156602	0.084417	0.154502	1.673330	1.501441	0.108952	3.236289	0.310549	0.308803	0.119774	0.242694	2.532565	0.528458	0.103783	0.097238	0.126736	0.080395	0.381821	0.736336	4.164253	1.190565	0.193122	0.274313	0.196281	0.050277	0.261406	0.100507	0.126716	0.210447	0.039207	0.055679	0.171183	0.095334	0.093888	0.044735	0.069938	1.178639	0.054189	0.049837	0.030886	0.283932	0.099389	0.115362	0.196950	0.116142	0.337088	0.112182	0.000000	0.108001	0.061272	6.176322	0.108831	0.016275	0.038633	0.033654	0.082672	0.179369	0.211314	0.088627	0.065192	0.141329	0.058330	0.169879	0.037075	0.094770	0.104000	0.076682	0.097090	0.126474	0.036162	0.814394	0.079906	0.741621	0.132371	0.332846	0.092767	0.105471	0.113748	0.069088	0.152906	0.073855	0.207858	0.095683	0.277738	0.099996	0.042559	0.045569	1.927587	0.213082	0.445007	0.095717	0.038079	0.026245	0.418542	0.041549	0.093509
2088	*	1.554755	0.000000	0.166047	0.996916	0.160784	0.159558	0.264137	0.073196	0.000000	0.049576	0.016057	0.755821	3.134331	0.289969	0.009808	1.040915	1.350861	0.260579	0.045855	0.134276	0.477664	0.686869	0.278701	0.692203	2.850763	0.000000	3.674304	0.000000	0.611867	0.017777	0.718305	0.000000	0.000000	0.502914	2.226132	0.876912	0.326256	0.239877	0.104064	0.114112	0.552920	0.369307	2.721012	0.440396	0.316890	0.290340	0.486710	3.220658	0.000000	4.464122	0.232923	0.141591	0.328169	0.352351	0.000000	1.985830	0.512562	0.245450	0.000000	0.028238	0.379881	1.573150	0.335773	0.322250	0.607812	1.146797	0.137615	0.358082	0.044184	0.135945	0.000000	0.000000	0.233628	0.347133	0.000000	0.475284	0.172631	0.155636	0.356236	4.370639	0.212617	0.359485	0.434116	0.392115	1.797853	0.251720	0.196723	0.404537	0.455059	0.208758	0.239082	3.734109	0.194552	0.450967	0.692970	0.201371	0.000000	0.268281	0.054386	0.138206	0.000000	0.282579	0.207280	0.183736	0.609059	0.018081	0.136396	0.439098	0.430890	0.350519	0.161881	0.981334	0.300886	0.000000	0.740159	0.000000	0.613342	0.136286	0.782728	0.000000	0.271876	0.331258	0.000000	0.580207	0.421913	0.127996	0.331412	0.381262	0.095556	0.000000	0.108275	0.109411	0.473332	0.000000	0.077830	0.457820	0.172615	0.135269	0.112171
2089	*	0.391756	0.000000	0.565975	0.282100	0.484324	0.124197	0.024651	0.195847	0.000000	0.038721	0.000000	0.380639	0.000000	0.468383	0.393364	0.728090	0.547137	0.424834	0.139486	0.314531	0.237971	0.000000	0.460555	0.458196	2.416931	0.000000	0.276797	0.239037	0.000000	0.231655	0.123491	0.847585	1.116939	0.338820	1.009388	0.399649	0.246558	0.049024	0.462677	0.126935	1.111940	0.376967	1.216993	0.000000	0.570194	0.139324	2.491363	0.000000	0.000000	0.974426	0.102944	2.063765	0.106342	7.052025	0.878361	1.162762	1.870197	0.257895	0.000000	1.215146	0.272933	1.147116	1.345045	2.381649	0.426987	1.265414	0.227803	0.098097	0.495427	0.050194	0.404331	0.110030	0.155484	0.150901	0.517807	0.322959	0.286962	0.116437	0.196483	0.975326	0.144512	0.126324	0.418627	1.390772	0.024269	0.629083	0.335266	0.703821	0.444565	0.031907	0.000000	0.919531	0.302147	0.645959	1.073857	0.020820	0.000000	0.059354	0.723885	0.101634	0.000000	0.187256	0.097907	0.472539	0.183624	0.182330	0.061686	0.298994	0.162256	0.352757	1.142264	0.356192	0.325685	0.227919	0.173402	4.650870	0.272077	0.347292	0.357681	2.270242	0.147315	0.247637	0.328262	1.454626	0.509125	0.213842	1.525224	1.060423	0.036616	0.074581	0.234218	0.556175	0.218124	0.161156	0.013506	0.000000	0.182459	0.075427	0.063768
2090	*	0.264452	0.514220	0.190078	0.318361	0.259551	0.213989	0.321667	0.120024	0.242648	5.239465	0.690252	0.955373	0.291303	0.523192	0.548678	2.279563	0.406253	0.413491	2.030018	0.207513	0.756563	0.262167	0.474891	0.612748	2.036416	0.487587	0.478067	0.442561	2.396181	0.550473	0.593050	0.396007	1.111990	1.232723	2.435889	0.205827	0.470537	2.060389	0.226623	0.157407	0.215161	2.307225	0.673876	0.207836	0.079950	0.184264	1.271014	1.840370	0.691487	2.238933	0.419812	0.685674	0.396671	0.475589	2.363247	0.560991	0.154111	0.072232	0.181231	0.125346	0.867823	0.629959	2.531938	0.667646	0.153585	0.435013	0.207949	0.947336	0.619584	0.099793	0.339472	0.137942	0.032362	0.067919	0.334585	0.243428	0.048407	0.104325	0.098085	0.919032	0.047555	0.179771	0.060294	0.698233	0.262005	0.174574	0.264442	0.251530	1.106978	0.149572	0.145076	0.537289	0.105456	4.784597	0.116374	0.035911	0.168605	0.143109	0.054627	0.165036	2.249418	0.262360	0.086821	0.346486	0.192756	0.236308	0.077309	0.088515	0.287785	0.260332	0.187256	0.128505	0.119642	1.691142	0.297747	0.890602	0.399065	0.228887	0.115477	0.315698	0.150509	0.931656	0.323290	0.134218	0.565202	0.244983	0.266297	0.110713	0.051369	0.071241	1.416683	0.302709	0.336597	0.239830	0.097513	0.422692	0.336897	0.046569	0.075375
2091	*	0.427691	3.111274	0.078674	0.116927	0.442736	0.081153	0.051298	0.105383	0.000000	0.160818	1.944237	0.629009	0.000000	0.185377	0.084975	0.125878	0.218281	2.190478	0.214142	0.139445	0.077325	0.322202	0.337186	0.214721	8.867142	1.867389	0.000000	0.142766	0.000000	0.088954	0.075860	2.568583	0.314073	0.200541	0.306696	0.062244	0.256920	0.110378	0.055210	0.024984	0.000000	0.162896	2.689014	0.105378	0.045021	0.010829	1.240423	0.006186	0.099676	1.034001	0.116419	0.037658	0.069295	0.036970	0.484990	1.190039	0.141386	0.086060	0.037907	0.034630	0.031925	0.994864	0.416197	1.658494	0.159239	0.787340	0.046532	0.048941	0.099658	0.058240	0.000000	0.089239	0.024977	0.058528	0.375554	0.154918	0.056844	0.053075	0.106999	0.586149	0.047807	0.070003	0.011720	1.152745	0.072917	0.040285	0.002525	0.042901	0.144134	0.074431	0.086224	1.247721	0.011580	0.142210	0.214962	0.020309	0.000000	0.031358	0.040448	0.058091	0.110864	0.080954	0.060789	0.444041	0.148495	0.015335	0.033808	0.057969	0.049382	0.047833	0.133733	0.093433	0.073258	1.116143	0.067625	1.085040	0.084708	0.089337	0.053449	0.272390	0.109650	1.245985	0.131808	0.125366	0.610803	0.104812	1.950338	0.129224	0.097197	0.181536	0.210873	0.107980	0.026304	0.112528	0.123229	1.362800	0.280352	0.080842	0.086374
2092	*	0.015604	1.289041	0.022231	0.127119	0.089297	0.028661	0.159788	0.058655	0.000000	0.062025	0.106104	0.269075	0.073389	0.250385	0.764875	0.255983	3.303390	0.121336	0.405520	0.108728	0.381064	0.201074	0.606670	0.050602	0.247495	0.501740	0.048191	0.110524	0.083046	0.180022	0.090648	0.501903	0.122176	0.136079	0.087755	0.142012	0.033436	0.150664	0.032628	0.029102	0.000000	0.116256	0.178796	0.044877	0.038629	0.054125	0.030366	3.199909	0.144173	0.133390	0.112804	0.080774	0.353076	0.071115	1.060329	0.056423	0.037922	0.010374	0.207238	0.050433	0.045062	0.045380	0.083355	0.076048	0.065623	0.029619	0.016659	0.000000	0.103425	0.134261	0.004134	0.113904	0.027130	0.490291	6.371467	0.044510	0.052001	0.047104	0.050948	0.331055	0.022324	0.056765	0.048673	0.506364	0.067200	0.045389	0.029994	0.024814	0.087279	0.081426	0.164337	0.210922	0.017146	0.081893	0.028215	2.086950	0.094575	0.034680	0.035352	0.144665	1.655157	0.108246	0.023131	0.236366	0.077379	0.047172	0.024809	0.031387	0.038762	0.067158	0.121630	0.078929	0.109099	4.293156	0.062399	6.492433	0.104256	0.206194	0.155506	0.382503	1.419198	0.643459	0.351179	0.000000	0.075575	0.025660	0.163923	0.024545	0.018444	0.072365	0.056451	0.061397	0.066865	0.120756	0.017971	0.623410	0.046145	0.011037	0.052796
2093	*	0.071236	0.644804	0.066236	0.181472	0.899039	0.085929	0.202475	0.217914	1.297378	0.400089	0.181352	0.189922	1.465265	0.307825	0.169696	0.262051	0.266773	0.170092	1.638412	0.326120	0.825296	0.977534	1.060591	0.269793	2.410669	0.735980	1.360261	0.140678	0.556432	0.245452	0.228219	1.398413	0.635632	0.239698	2.151597	0.116238	0.031560	0.208414	0.132148	0.058960	1.423795	0.257796	2.267998	0.576186	0.047151	0.036594	3.761217	2.976638	0.845815	1.135800	0.172681	0.252683	0.517519	0.113987	2.901798	0.173018	0.118306	0.175417	0.377479	0.128055	0.168988	0.233267	3.903311	1.308108	0.182175	0.221100	0.344063	0.287648	0.068334	0.051304	0.888536	0.579080	0.034684	0.067135	0.316594	0.278100	0.020094	0.095198	0.007288	0.699674	0.015186	0.093240	0.155298	0.961742	0.157683	0.066150	0.062225	0.083656	0.560019	0.112939	0.357947	0.556684	0.160233	4.761515	0.127466	0.047549	0.699047	0.057744	0.042232	0.017985	0.942418	0.030237	0.065494	0.400119	0.004318	0.148456	0.106842	0.047485	0.082744	0.066007	0.065369	0.044919	0.064006	3.280849	0.020708	2.154834	0.231231	0.130553	0.071193	0.253195	0.112069	0.093886	0.215388	1.973359	0.333159	0.211757	0.837488	0.130630	0.123699	0.723443	1.882689	0.429731	0.261592	0.184048	0.173931	0.347233	0.396465	0.039917	0.045858
2094	*	0.350296	0.961029	0.064517	0.264433	0.154405	0.339191	0.247614	0.042581	0.048668	0.032996	0.102773	0.028917	0.570570	0.113549	0.316643	0.161358	0.094075	0.283411	8.241054	0.183057	1.275926	0.085480	0.244245	1.776221	0.656735	0.997955	0.033795	0.029515	0.043344	0.104759	0.490647	0.647449	0.161262	1.906351	1.000313	0.230696	0.422381	0.340238	0.157418	0.029399	0.000000	0.129836	0.407938	0.061671	0.021407	0.036202	0.640094	0.432545	0.049467	2.464090	0.125730	0.901270	0.000000	0.238748	3.196163	0.233145	0.089235	0.123281	0.031031	0.256318	0.908817	0.516598	4.412502	0.448616	0.194240	0.165469	0.188366	0.042354	0.110606	0.013605	0.018534	0.055152	0.017830	0.032550	0.456876	0.051282	0.007183	0.142332	0.143137	0.308179	0.017301	0.066927	0.028144	0.132376	0.273959	0.303780	0.263276	0.063462	0.726017	0.018660	0.013908	0.509698	0.099193	1.720175	0.219636	0.000000	0.028811	0.024421	0.076912	0.049684	1.061831	0.043633	0.016276	1.730396	0.235958	0.008013	0.045556	0.029960	0.058800	0.038158	0.051845	0.132737	0.068012	0.839867	0.070592	1.910247	0.116207	0.674146	0.068516	0.233764	0.038212	0.090134	0.033601	0.080030	0.124810	0.139277	0.799843	0.271516	0.029999	0.052988	1.810274	0.180383	0.166245	0.060317	0.037379	0.467484	0.570169	0.074969	0.030361
2095	*	0.240222	0.306113	0.140712	0.739065	0.145199	0.372522	2.293525	0.106905	0.179642	0.111276	0.103807	0.158533	4.596873	0.440253	0.608108	2.791958	0.466290	0.125206	1.605307	0.550301	0.813336	0.739592	0.403087	2.171262	1.424682	0.441006	0.598805	0.224279	0.123588	0.337532	0.091065	0.374205	0.336944	2.098616	1.242628	1.277028	4.022190	2.170217	0.219369	0.085981	0.132995	0.570139	0.517623	0.164099	0.146895	0.145763	0.118772	2.203347	0.239530	1.780607	2.344687	1.622365	0.205403	0.637320	1.106739	0.497229	1.879317	0.281861	0.146624	1.214548	1.811730	0.907798	1.176451	0.089901	0.217616	0.203917	0.269311	0.351265	0.586596	0.140540	0.067810	0.121214	0.052118	0.044915	0.322121	0.064282	0.166477	0.157395	0.599146	0.997926	0.213303	0.166222	0.164356	0.431929	0.887040	0.176017	0.038790	0.094804	1.310523	0.063899	0.163128	1.609568	0.085699	0.672689	0.161683	0.067813	0.115269	0.074768	0.226392	0.090596	0.609026	0.338948	0.073380	3.137654	1.204522	0.147273	0.097752	0.069981	0.108571	0.276121	0.548564	0.106997	0.098836	0.988874	0.238036	2.646307	0.311528	0.247650	0.296634	0.739060	0.094597	0.362687	0.415653	0.536350	0.682934	0.225998	0.668985	0.809013	0.108688	0.072001	0.866445	0.512223	0.131003	0.240034	0.063276	0.352022	0.597660	0.117656	0.058997
2096	*	0.071357	1.628879	0.144259	1.911370	0.287019	0.225962	1.714071	0.360248	1.593968	0.122724	0.886405	0.192958	0.323251	0.161423	0.698474	0.689451	0.671897	0.208155	2.049458	0.478561	0.680311	0.178672	0.176561	0.903857	0.836562	2.519951	0.166680	0.060673	0.029665	0.125338	0.088011	0.890831	0.366352	0.234710	0.096595	0.416211	0.382356	0.217885	0.052091	0.027099	0.192696	0.191595	0.667895	0.120572	0.031045	0.046936	1.559331	1.431347	0.030557	0.254101	0.156788	0.751130	0.131542	0.317136	4.845934	0.131863	0.379572	0.058581	0.071936	0.313206	0.427678	0.163576	0.719497	0.934987	0.808967	0.510625	0.164914	0.074962	0.117670	0.086861	0.465773	0.025305	0.024355	0.055122	0.596491	0.030992	0.029840	0.140514	1.906924	0.828341	0.141415	0.117316	0.039775	3.112036	0.240719	1.671631	0.203506	0.098460	0.518160	0.024864	0.087027	7.066530	0.249732	0.132365	0.086881	0.000000	0.042403	0.059172	0.089563	0.056922	1.204139	0.248203	0.144003	1.551284	0.925184	0.242296	0.042653	0.048932	0.043957	0.188399	0.064354	0.141581	0.068413	1.031283	0.156088	1.220832	0.184147	0.114723	0.086925	0.156918	0.052297	0.553164	0.052924	0.153534	0.175952	0.052571	1.095833	0.262785	0.036424	0.209522	0.367812	0.257820	0.082338	0.123806	0.047953	0.739781	0.490638	0.043977	0.059159
2097	*	0.282977	2.957878	0.037614	0.189579	0.132464	1.628444	0.142677	0.120222	0.037579	0.046289	0.039508	0.038814	0.096870	0.150462	0.091899	0.168766	0.681292	0.095093	1.917555	0.112098	0.133481	0.065079	0.127533	2.298693	1.475950	3.006898	0.036872	0.085895	0.063325	0.046454	0.073036	0.222737	0.236300	0.193410	1.928505	0.143760	0.260912	0.177394	0.649364	0.070030	0.091922	3.890352	0.232321	0.033337	0.038645	0.019688	0.117026	0.576997	0.088421	2.789083	0.388632	1.984376	0.020614	0.121781	3.156723	0.318720	0.687370	0.830953	0.095104	0.462785	6.436085	1.071990	1.306487	0.169317	0.111091	0.104284	1.313267	0.105560	0.062235	0.029896	0.022260	0.156409	0.026228	0.025678	0.377323	0.004608	0.060846	0.051957	0.365301	0.361632	0.021193	0.012748	0.020938	0.180128	0.284317	0.078718	0.050371	0.013781	0.192926	0.050640	0.021988	0.963632	0.058471	2.396312	0.054373	0.039341	0.031269	0.014077	0.068637	0.013746	0.222430	0.146379	0.011487	1.067711	0.778817	0.046607	0.014949	0.030166	0.035645	0.103255	0.228312	0.054231	0.038623	0.805342	0.064003	0.813932	0.118746	0.028632	0.024261	0.197699	0.110329	0.202826	0.080173	0.010224	0.129039	0.612310	0.612809	0.233337	0.057161	0.039281	2.399649	0.086441	0.064411	0.036163	0.017339	0.142495	0.158089	0.052333	0.070935
2098	*	0.749960	0.227486	0.169962	0.908463	0.299705	0.291051	1.418331	0.117820	0.283474	0.090378	0.133043	0.139779	3.612159	0.563839	0.622855	2.350471	0.257672	0.406149	1.799996	1.468539	1.275205	0.155913	0.293496	1.555629	1.968764	0.552991	3.313293	0.160428	0.114958	0.181630	0.318880	0.597438	0.393496	1.563168	1.215200	1.003600	2.956558	1.511634	0.282673	0.046053	0.232176	0.435599	0.517480	0.175206	0.242519	0.090650	0.553381	2.338264	0.223448	1.903108	2.346572	1.945559	0.065720	0.754358	1.159183	1.231556	1.395597	0.217280	0.127296	1.251034	1.995358	2.351592	1.501542	0.221646	0.412817	0.345230	0.218058	0.211178	0.515961	0.112857	0.128136	0.119984	0.018107	0.104023	0.554100	0.039711	0.071139	0.118715	0.575751	0.557781	0.067612	0.217145	0.100777	1.005027	0.122117	0.119212	0.162755	0.116953	0.706997	0.053839	0.153486	2.090700	0.105107	0.476016	0.038107	0.000000	0.085745	0.123429	0.090414	0.087004	0.431710	0.200818	0.167631	3.584607	1.242521	0.129114	0.094831	0.096774	0.310231	0.360482	0.127995	0.018786	0.159006	1.373797	0.191387	2.422634	0.552133	0.313974	0.235834	0.934346	0.132583	0.306895	0.216318	0.495087	0.772385	0.176902	0.688229	0.948805	0.042213	0.105325	0.765944	0.515393	0.109547	0.292605	0.042739	0.611825	0.477308	0.119742	0.196650
2099	*	0.284075	0.157136	0.097318	0.619721	0.214797	0.159501	1.100298	0.138650	0.035459	0.137194	0.084984	0.146829	4.331388	0.513820	0.963076	2.973865	0.357451	0.213315	1.158689	0.155550	0.399265	0.263104	0.273474	1.616489	1.518784	0.658872	0.319355	0.334669	0.103355	0.249435	0.229311	0.569957	0.464788	1.591245	0.801786	0.831663	2.367415	1.340520	0.424900	0.087020	0.016578	0.324551	0.602304	0.160901	0.266974	0.106238	0.260517	2.680968	0.163240	1.647336	3.110052	2.199477	0.083997	1.155792	0.929105	0.502146	1.164085	0.224242	0.047364	1.684606	2.001557	1.437649	1.289147	0.186073	0.319662	0.396195	0.302532	0.263755	0.806519	0.124493	0.091468	0.145994	0.075982	0.126613	0.353393	0.019980	0.228049	0.127300	1.028834	0.770998	0.106134	0.172642	0.075055	0.755147	0.332602	0.341038	0.329784	0.067370	0.833124	0.109887	0.092898	2.609562	0.117555	0.283934	0.208945	0.247782	0.049642	0.101881	0.333630	0.058971	0.707506	0.258514	0.103886	4.515459	1.769256	0.113770	0.033402	0.114388	0.175581	0.575682	0.499519	0.216468	0.091982	1.723913	0.041722	2.410211	0.144748	0.422937	0.166624	0.465422	0.127234	0.481795	0.276505	0.215447	0.980671	0.188276	0.722799	0.906153	0.079795	0.045449	0.594474	0.258969	0.132587	0.182403	0.047807	0.146286	0.426952	0.193490	0.130980
2100	*	0.415904	0.151566	0.014767	0.363732	0.209777	0.231560	0.149463	0.078424	0.149274	0.057868	0.135367	0.073380	0.659616	0.102384	0.349763	1.004360	0.160140	0.223655	4.424778	0.252552	0.814593	0.480332	0.283759	1.513568	1.216464	0.400172	0.243713	0.179634	0.053016	0.119134	0.543806	1.112814	0.408599	1.384858	0.938727	0.289653	0.435180	0.304953	0.303180	0.091338	0.160687	0.183098	1.134339	0.179762	0.087024	0.103168	1.378625	1.097227	0.055853	3.010663	0.281255	2.158618	0.080867	0.491834	4.141428	0.210635	0.376276	0.198931	0.049655	0.366690	0.904557	0.815366	5.971886	0.900756	0.169640	0.212808	0.253092	0.091884	0.234491	0.082756	0.073123	0.091379	0.070837	0.088338	0.550808	0.036376	0.108429	0.147188	0.127080	0.385315	0.143299	0.045891	0.070832	0.221905	0.296443	0.461725	0.347952	0.073534	1.468429	0.137671	0.097053	0.618182	0.106684	1.838213	0.268355	0.041305	0.175157	0.094300	0.120756	0.153199	0.917848	0.256857	0.106422	3.103788	0.777934	0.103004	0.041595	0.069431	0.177605	0.115624	0.044871	0.208793	0.087949	1.517716	0.114259	2.482748	0.353837	0.717126	0.181831	0.139427	0.093039	0.171658	0.164907	0.098010	0.368841	0.145352	1.410633	0.222385	0.039151	0.032752	1.629880	0.375483	0.204823	0.063013	0.044147	0.112160	0.487114	0.095658	0.133280
2101	*	0.030011	1.141466	0.012814	0.117057	0.169875	0.051369	0.082988	0.037279	0.035907	0.027537	0.104544	0.126497	0.038872	0.051947	0.396349	0.014196	1.375115	0.165608	0.270297	0.322454	0.297329	0.208818	0.252533	0.071243	0.100025	0.677563	0.046501	0.023008	0.085780	0.011250	0.040567	0.635581	0.201279	0.084337	0.027205	0.111509	0.031659	0.062897	0.022492	0.017197	0.029490	0.000918	0.298928	0.066443	0.018904	0.023307	0.045160	3.967779	0.156898	0.234109	0.081381	0.036699	0.097130	0.038562	0.953255	0.039258	0.048513	0.035149	0.013159	0.001189	0.000000	0.005769	0.014561	0.158614	0.057322	0.007420	0.013598	0.039723	0.011141	0.079482	0.032731	0.060184	0.029830	0.364828	7.695944	0.075928	0.074389	0.028274	0.064745	0.155159	0.052744	0.007068	0.014329	0.334889	0.005567	0.018714	0.048236	0.015110	0.129533	0.027538	0.099751	0.203060	0.028467	0.023609	0.095519	1.926613	0.021456	0.042684	0.034540	0.040667	1.402265	0.118861	0.016924	0.335146	0.057926	0.032398	0.026918	0.047821	0.008978	0.008287	0.046585	0.136818	0.061197	4.977028	0.111252	4.832932	0.144181	0.089039	0.313076	0.364867	1.395385	0.518468	0.089187	0.274615	0.052087	0.018412	0.235215	0.028000	0.026935	0.093577	0.043779	0.016493	0.022770	0.034402	0.013149	1.044966	0.036836	0.016963	0.045956
2102	*	0.161560	1.212994	0.042901	0.346622	6.188982	0.302143	0.230753	0.256997	1.350110	0.235608	0.552268	0.132057	1.094408	0.159395	0.068792	0.303546	0.172082	0.387375	2.238473	1.147750	0.261134	1.289698	1.119755	0.397089	0.541626	1.960984	0.573497	0.629496	0.757472	0.721553	0.329357	1.458166	4.375404	0.449999	0.227835	0.139074	0.491132	0.187654	0.097203	0.054031	2.163543	0.248497	2.008977	0.432800	0.082091	0.126217	0.497914	2.129547	0.857077	0.965406	0.259139	0.129629	0.734881	0.120156	0.632592	0.183175	0.335540	0.152871	0.168314	0.085869	1.044219	0.108886	0.066759	1.121282	0.166155	0.131537	0.046467	0.343544	0.344942	0.117175	1.238246	0.419999	0.030600	0.107219	2.956484	0.234589	0.134320	0.033796	0.200439	0.266840	0.262427	0.093197	0.003251	1.498802	0.151097	0.164702	0.269769	0.066574	0.972757	0.074763	0.293077	0.776416	0.183005	0.201719	0.286179	0.034257	0.004240	0.147215	0.083956	0.070192	0.873179	0.162200	0.087262	0.378767	0.229286	0.073238	0.126766	0.194785	0.069880	0.075388	0.162631	0.257869	0.064659	2.880297	0.188346	0.222781	0.438649	0.156129	0.395968	0.474934	0.167854	0.331843	0.395295	2.476986	0.380224	0.220263	0.803181	0.211560	1.729416	0.714746	0.297192	0.135456	0.057128	1.368646	0.121564	0.722114	0.169841	0.094496	0.092712
2103	*	0.285820	3.234393	0.126974	0.487354	1.049489	0.113552	0.185187	0.101590	0.166693	0.008688	0.077142	0.138896	0.121052	0.100430	0.161546	0.607963	0.536446	0.719416	0.230945	0.271077	0.441875	2.328371	0.875761	0.268846	0.538413	2.334375	0.149062	0.185145	0.000000	0.044189	0.239968	0.622684	0.171697	0.400660	0.264151	0.152767	0.180983	0.116884	0.037508	0.032781	1.672719	0.112045	0.595660	0.142585	0.334389	0.030404	0.466560	1.016024	0.171891	0.653809	0.229643	0.060150	0.397760	0.100234	1.429769	0.230181	0.085637	0.049349	0.010769	0.042756	0.000000	0.162774	0.254987	0.594280	0.225632	0.133017	0.054971	0.000000	0.057755	0.028729	0.139036	0.075594	0.043971	0.067208	10.039874	0.054401	0.059432	0.065180	0.101523	0.325394	0.168653	0.060887	0.065358	0.624851	0.089096	0.112935	0.000000	0.060689	0.495665	0.046790	0.018071	0.610761	0.038360	0.539217	0.121966	0.082121	0.000000	0.054591	0.053534	0.055961	0.000000	0.033599	0.037179	0.379360	0.075546	0.060883	0.034493	0.035597	0.026927	0.069151	0.045488	0.113649	0.112323	1.008742	0.068778	0.153935	0.148076	0.434574	0.088683	0.148865	0.119066	0.263508	0.036463	0.000000	0.203754	0.048929	0.500889	0.094093	0.047575	0.409853	0.392963	0.074838	0.100579	0.284865	0.000000	0.300877	0.085496	0.031005	0.092336
2104	*	0.311968	0.000000	0.159566	0.331710	0.581261	0.288530	0.430077	2.969040	0.380245	0.701379	0.089313	0.372048	0.064728	0.225684	0.215888	0.697667	0.298599	0.587176	3.651319	0.654668	0.562537	1.703168	0.185928	0.730331	0.966730	0.192644	0.113623	0.594550	0.777512	1.104354	0.626639	0.207635	1.118363	0.479227	0.158298	0.427449	0.408049	0.826238	0.220512	0.080350	0.000000	0.266180	3.031781	2.774669	0.372241	0.380994	0.148856	1.243859	1.788098	2.620356	0.474674	0.206391	1.018264	0.303689	2.630757	1.355042	0.872196	0.157673	3.342284	0.171348	0.318122	1.043932	0.315204	0.246767	0.430283	1.391805	0.168952	0.468751	0.146219	0.275283	0.388071	0.350763	0.137264	0.221078	0.029998	0.353564	0.373429	0.216601	0.446657	1.399917	0.152298	0.248800	0.306251	1.859846	0.312928	0.280721	0.286139	0.057439	0.869882	0.038305	0.031089	1.709140	0.581856	0.204180	0.473511	0.022624	0.223915	0.140852	1.020722	0.095832	0.468296	0.107987	0.457895	0.859820	0.509809	0.150513	0.104059	0.103077	0.126441	0.245576	0.193100	1.517465	0.154147	0.448387	0.165008	5.191166	0.754369	0.358523	1.075927	0.477023	0.384165	0.720607	0.736888	0.692066	0.795608	0.178993	0.228849	0.318517	0.107578	0.208355	0.245928	0.255017	0.103741	0.530941	0.191108	0.665000	0.430582	0.121730	0.074117
